index,UserId,TimeStamp,Text,Extracted_Links,Tokens,TopicInterests
2367,81450435,1,"Hulio spell el bra tan I'm resting Now uc2 Checkmate RT @InspireQuotes1: When we remember we are all mad, the mysteries disappear and life stands explained. RT @wealthylife4you: Good. This Rich Janitor doesn't scrub toilet anymore. He's ready to tell you how to make... so much fun spon  http: ... @DealmapPhilly ...buddies the! =) RT @pascaluccelli: Nigeria: One Million Lagosians Living With HIV http://bit.ly/fmVeF0 #Africa #AIDS RT @KhmerYou: RT @fisheggtree Going 2 Cambodia? Want local guide & translator? Call Sochiet +855 12234780. Endorsed by contributor 2 Ins ... Night"" RT @StDude: RT @YogaBear: Yoga + Surf Retreats for Young Adults with Cancer http://goo.gl/fb/UBnQQ If modernizing your phone system causes people to wait longer... go back to the old ways of answering the phone b4 u find yourself out o bid RT @Peta_de_Aztlan: LINKS: Group & Blog ~ http://groups.yahoo.com/group/THIRD-WORLD-NEWS/ + http://third-world-news.blogspot.com/ ~ RT @ABCWorldNews: Was Morality Created By Evolution or Religion? http://tumblr.com/xexy9qv7a","['http://bit.ly/fmVeF0', 'http://goo.gl/fb/UBnQQ', 'http://groups.yahoo.com/group/THIRD-WORLD-NEWS/', 'http://third-world-news.blogspot.com/', 'http://tumblr.com/xexy9qv7a']","['hulio', 'spell', 'bra', 'tan', 'resting', 'checkmate', 'remember', 'mad', 'mysteries', 'disappear', 'life', 'stands', 'explained', 'good', 'rich', 'janitor', 'doesnt', 'scrub', 'toilet', 'ready', 'fun', 'spon', 'buddies', 'nigeria', 'lagosians', 'living', 'hiv', 'africa', 'aids', 'cambodia', 'local', 'guide', 'translator', 'sochiet', 'endorsed', 'ins', 'night', 'yoga', 'surf', 'retreats', 'young', 'adults', 'cancer', 'phone', 'people', 'wait', 'longer', 'ways', 'answering', 'phone', 'bid', 'links', 'group', 'blog', 'morality', 'created', 'evolution', 'religion']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2368,81450435,2,"Okay good I have category started.. I will ajust it as u tweed untill your words start falling n this ai right... eta com good l n 5days c! I got somany wize.. I could be able to sit this war out! lol They have suspended 50% of all drivers licenses n america good check c They arfe the preditor that kills the children afterr using them a human shields to kill parent first They lost because they have NOTlove Nothing makes sense but blets spend To og white man I say this if I don't sound like your very own son... I will make sure you don't got one. I don't have time to. Spell. Right duh Just flinch is required They just caint quit RT @ABCWorldNews: Not a good way to start the day:  U.S. Payrolls Rose Disappointing 39,000 in November, Jobless Rate Rises to 9.8 Percent Looks I fall again Love is not numders Schools of worth are only membership based 9. = silent unknow future",[],"['good', 'category', 'started', 'ajust', 'tweed', 'untill', 'start', 'falling', 'eta', 'good', 'days', 'somany', 'wize', 'sit', 'war', 'lol', 'suspended', 'drivers', 'licenses', 'america', 'good', 'check', 'arfe', 'preditor', 'kills', 'children', 'afterr', 'human', 'shields', 'kill', 'parent', 'lost', 'notlove', 'sense', 'blets', 'spend', 'white', 'man', 'dont', 'sound', 'son', 'dont', 'dont', 'time', 'spell', 'duh', 'flinch', 'required', 'caint', 'quit', 'good', 'start', 'day', 'payrolls', 'rose', 'november', 'jobless', 'rate', 'rises', 'percent', 'fall', 'love', 'numders', 'schools', 'worth', 'membership', 'based', 'silent', 'unknow', 'future']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.994, 0.0, 0.0, 0.0]"
2369,81466099,0,"RT @cnni: Plane goes off end of runway in Canada http://goo.gl/fb/Qklf7 RT @CelebNation: Jessica Aney: 2010 Sports Illustrated SportsKid Of The Year http://bit.ly/hLcigY Over 4,015 followers @margbrennan...so Watch IN BUSINESS w/ Margaret Brennan on Bloomberg TV worldwide @ (cont) http://tl.gd/78bpmj Neve Campbell Secretly Files for Divorce - omg! news on Yahoo! http://yhoo.it/hpx4SZ Molly Shannon makes a promising run on Broadway - Yahoo! News http://yhoo.it/fQF9BK Roger Waters honors war casualties on ""Wall"" tour - Yahoo! News http://yhoo.it/fGuGYA Jumped the Shark: Viewers' Picks - Yahoo! TV http://yhoo.it/f7I0Q4 RT @margbrennan: RT @WSJ: RT @dkberman: Verizon received $800 million in Fed aid in Oct. 2008. Most suprising nugget from Fed data dump  ... Carl Icahn Extends Offer for Lionsgate for Fifth Time http://t.co/HrVXmze RT @margbrennan: InBiz on the Go: Forget the sale to Google, does Groupon's founder really build miniature dollhouses as per NYT? http:/ ... RT @RayLaHood: Congrats Wisconsin--texting ban in effect today. Doubt its importance?  Watch this: http://bit.ly/gZQ1aI RT @loveline: Missed @DrDrew on Conan last night?  Here's the interview! http://bit.ly/igjchv RT @BW: Scout International's Winning Bets on Foreign Stocks http://ow.ly/3ildC RT @DNDailyPolitics: An afternoon on the radio for Gov. Paterson http://nydn.us/eHgZdM RT @ShowbizSpy: REESE WITHERSPOON SHOWS OFF HER BOOBS AS SHE GETS A STAR ON THE HOLLYWOOD WALK OF FAME — PICTURES http://bit.ly/e5FUbc RT @CBSTopNewsRSS: Okla. Woman Faces Airport Security in Bra, Panties http://bit.ly/gw0dTP RT @latimestot: Obama's off-again, on-again, off-again oil drilling moratorium is back on -- again http://lat.ms/eFQTjJ #tcot #sgp #p2 #oil @MeatFreeMonday “@margbrennan: Msg to black tie world: pls pls no more steamed veggie plates. I'm a vegetarian not a rabbit”","['http://goo.gl/fb/Qklf7', 'http://bit.ly/hLcigY', 'http://tl.gd/78bpmj', 'http://yhoo.it/hpx4SZ', 'http://yhoo.it/fQF9BK', 'http://yhoo.it/fGuGYA', 'http://yhoo.it/f7I0Q4', 'http://t.co/HrVXmze', 'http://bit.ly/gZQ1aI', 'http://bit.ly/igjchv', 'http://ow.ly/3ildC', 'http://nydn.us/eHgZdM', 'http://bit.ly/e5FUbc', 'http://bit.ly/gw0dTP', 'http://lat.ms/eFQTjJ']","['plane', 'runway', 'canada', 'jessica', 'aney', 'sports', 'sportskid', 'year', 'followers', 'watch', 'business', 'margaret', 'brennan', 'bloomberg', 'worldwide', 'cont', 'neve', 'campbell', 'secretly', 'files', 'divorce', 'omg', 'news', 'yahoo', 'molly', 'shannon', 'promising', 'broadway', 'yahoo', 'news', 'roger', 'waters', 'honors', 'war', 'casualties', 'wall', 'tour', 'yahoo', 'news', 'jumped', 'shark', 'viewers', 'picks', 'yahoo', 'verizon', 'received', 'fed', 'aid', 'oct', 'suprising', 'nugget', 'fed', 'data', 'dump', 'carl', 'icahn', 'extends', 'offer', 'lionsgate', 'time', 'inbiz', 'forget', 'sale', 'google', 'groupons', 'founder', 'build', 'miniature', 'dollhouses', 'nyt', 'congrats', 'ban', 'today', 'doubt', 'watch', 'missed', 'conan', 'night', 'interview', 'scout', 'winning', 'bets', 'foreign', 'stocks', 'afternoon', 'radio', 'gov', 'paterson', 'reese', 'boobs', 'star', 'hollywood', 'walk', 'fame', 'pictures', 'okla', 'woman', 'faces', 'airport', 'security', 'bra', 'panties', 'obamas', 'offagain', 'onagain', 'offagain', 'oil', 'drilling', 'moratorium', 'tcot', 'sgp', 'oil', 'msg', 'black', 'tie', 'pls', 'pls', 'steamed', 'veggie', 'plates', 'vegetarian', 'rabbit']","[0.0, 0.0, 0.0, 0.025, 0.0, 0.0, 0.019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.67, 0.0, 0.0, 0.0]"
2370,81466099,1,"RT @AJInsight: No snow globes allowed! http://yfrog.com/b9ico01j RT @StateOfPolitics: Sen. Valesky To Explain His (Non)Vote - Sen. Dave Valesky issued the following statement to his hometown paper, the ... THR Police Cased Apartment of Ronni Chasen Suspect Hours Earlier; Report ID's Him as Her Killer; Investigation Widens  http://t.co/0UPulQv RT @alaidi: Russia to host 2018 World Cup $$ RT @ServeDotGov: First Lady launches Let's Move Faith & Communities enlisting #faith and #communityleaders in fight against obesity http ...","['http://yfrog.com/b9ico01j', 'http://t.co/0UPulQv']","['snow', 'globes', 'allowed', 'sen', 'valesky', 'explain', 'nonvote', 'sen', 'dave', 'valesky', 'issued', 'statement', 'hometown', 'paper', 'thr', 'police', 'cased', 'apartment', 'ronni', 'chasen', 'suspect', 'hours', 'earlier', 'report', 'ids', 'killer', 'widens', 'russia', 'host', 'cup', 'lady', 'launches', 'faith', 'enlisting', 'faith', 'fight', 'obesity']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2371,81466099,2,RT @wikileaks: State Department transcript on WikkiLeaks http://www.state.gov/r/pa/prs/dpb/2010/12/152291.htm RT @wikileaks: Live Q&A with Julian Assange http://j.mp/fBx8hs (fixed),"['http://www.state.gov/r/pa/prs/dpb/2010/12/152291.htm', 'http://j.mp/fBx8hs']","['state', 'department', 'transcript', 'wikkileaks', 'live', 'julian', 'assange', 'fixed']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2376,82340330,0,RT @BuzzEdition: ?BREAKING - AP reports WikiLeaks has lost its main web host http://Amazon.com via @ForbesTech @mpoppel,['http://Amazon.com'],"['breaking', 'reports', 'wikileaks', 'lost', 'main', 'web', 'host']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.948, 0.0]"
2377,82340330,1,RT @EDUCATIONCEO: So the #DeKalb school board member who threatened to slug the news reporter has lost her seat. Thank God!  http://ow.l ...,['http://ow.l'],"['dekalb', 'school', 'board', 'member', 'threatened', 'slug', 'news', 'reporter', 'lost', 'seat', 'god', 'httpowl']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2378,82340330,2,RT @giancarlodrago: #FollowFriday @cookitaly passionate cook & writer at http://www.escapeintolife.com (via @ffhelper),['http://www.escapeintolife.com'],"['passionate', 'cook', 'writer']","[0.0, 0.0, 0.0, 0.0, 0.886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2398,83465789,0,"RT @filmslosange: RT @institutlumiere: La brocante de tous les amoureux du cinéma, les week-ends des 11-12 décembre et 18-19 décembre. RT @gyokurofortea: #JoieDuMatin Entendre que des millionnaires américains demandent à payer + d'impôts pr réduire la fracture sociale en ... @monicacompoesia OK. Bela assinatura! @monicacompoesia Heureuse d'entendre ça! La musique,je l'aime pour elle-même et pour son lien à la poésie. @monicacompoesia Freud s'intéressait à la littérature, pas à la musique,paraît-il. A travers la poésie,je vois 1 lien musique&psychanalyse. RT @jchernandezjazz: A photograph by Juan Carlos Hernandez, a poem by Sophia Fine http://ff.im/-uBYQj RT @robertodenser: Acabo de ver o filme Freud - Além da Alma, com roteiro de Charles Kaufman e Jean-Paul Sartre. Direção do John Huston. RT @lonelyplanet: If you were Julian Assange (Wikileaks), the world's most wanted man, where on earth would you go to hide? Tag replies  ...",['http://ff.im/-uBYQj'],"['brocante', 'tous', 'amoureux', 'cinma', 'weekends', 'des', 'dcembre', 'dcembre', 'entendre', 'des', 'amricains', 'demandent', 'payer', 'dimpts', 'rduire', 'fracture', 'sociale', 'bela', 'assinatura', 'heureuse', 'dentendre', 'musiqueje', 'laime', 'pour', 'ellemme', 'pour', 'son', 'lien', 'posie', 'freud', 'littrature', 'travers', 'posieje', 'vois', 'lien', 'photograph', 'juan', 'carlos', 'hernandez', 'poem', 'sophia', 'fine', 'acabo', 'ver', 'filme', 'freud', 'alm', 'alma', 'roteiro', 'charles', 'kaufman', 'jeanpaul', 'sartre', 'direo', 'john', 'huston', 'julian', 'assange', 'wikileaks', 'worlds', 'wanted', 'man', 'earth', 'hide', 'tag', 'replies']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.994, 0.0, 0.0]"
2399,83465789,1,"@kitri Oh yes!... Good evening!  Here, in France: 13:02 PM and in Japan? @wamlvb4 Bonne journée! Belle journée à vous! Merci pour les RTs. @alaingabriel @jonfernquest @FloraViguie @beerseerkr @LoudL RT @celinekallmann: RT @europe1fr #Europe1 a joint la mère de Julian Assange . Son témoignage ici : http://bit.ly/dRmNtB #wikiLeaks RT @necessepas: Carrément RT @Timecerise: L'infatuation de L. Jospin, c'est cette consommation immodérée de fausse modestie. #jeudiAgacement",['http://bit.ly/dRmNtB'],"['good', 'evening', 'france', 'japan', 'bonne', 'journe', 'belle', 'journe', 'vous', 'merci', 'pour', 'rts', 'europe', 'joint', 'mre', 'julian', 'assange', 'son', 'tmoignage', 'ici', 'wikileaks', 'carrment', 'jospin', 'cest', 'cette', 'immodre', 'fausse', 'modestie']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2400,83465789,2,"@alsagora Merci! Mobiles... en fonction des horaires? RT @carcha: lire ou séduire il faut choisir RT @lemondefr: On ne lit pas qu’avec nos yeux et notre cerveau http://lemde.fr/gqEYmN @danielbarbosa_ Merci! A toi aussi, bien musical! RT @secretwaves: #FF @Kitri1 pour ses inspirations musicales WikiLeaks Archive - Afghan Corruption Undercuts U.S. - http://nyti.ms/floMNv","['http://lemde.fr/gqEYmN', 'http://nyti.ms/floMNv']","['merci', 'mobiles', 'fonction', 'des', 'horaires', 'lire', 'sduire', 'faut', 'choisir', 'lit', 'quavec', 'yeux', 'notre', 'cerveau', 'merci', 'toi', 'aussi', 'bien', 'musical', 'pour', 'ses', 'musicales', 'wikileaks', 'archive', 'afghan', 'corruption', 'undercuts']","[0.0, 0.986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2421,84622495,0,"Verjaardagen(B'day )1 december / Entertainment / Lifestyle / Home - ELLE NL http://goo.gl/pC29D RT @eonline: Sons of Anarchy Boss Kurt Sutter Reveals Next Season's Secrets! http://eonli.ne/dERhC1 RT @eonline: Kim Kardashian and New Squeeze Gabriel Aubry: Five Burning Questions Answered http://eonli.ne/e1j4ar RT @sussannekroshan: Hello all just got done at my shop site heading 2 swim lessons 4 ray..lovely 2 watch him swim underwater like a lit ... RT @SexyCostumes4U: SleuthGear iTrail GPS Logger GPS Tracking Device works with Google Maps or Google Earth, Best GPS Logger http://dld. ...","['http://goo.gl/pC29D', 'http://eonli.ne/dERhC1', 'http://eonli.ne/e1j4ar', 'http://dld.']","['december', 'lifestyle', 'elle', 'sons', 'anarchy', 'boss', 'kurt', 'sutter', 'reveals', 'seasons', 'secrets', 'kim', 'kardashian', 'squeeze', 'gabriel', 'aubry', 'burning', 'questions', 'answered', 'shop', 'site', 'heading', 'swim', 'lessons', 'raylovely', 'watch', 'swim', 'underwater', 'lit', 'sleuthgear', 'itrail', 'gps', 'logger', 'gps', 'tracking', 'device', 'works', 'google', 'maps', 'google', 'earth', 'gps', 'logger', 'httpdld']","[0.0, 0.0, 0.991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2422,84622495,1,RT @ELLE_nl: Verjaardagen 2 december: RIJSWIJK (ANP) - Hieronder volgt een overzicht van Nederlandse en internationale beroem... http:// ... RT @ameesha_patel: @Kjohar25thank u sweetheart for tweeting to save my darling brother @AshmitPatel in the big boss house RT @Hollyscoop: Eminem and Bruno Mars Lead 2011 Grammy Nominations List - Eminem http://t.co/EakxloN via @hollyscoop RT @ELLEmagazine: Bobbi Brown opens a gym http://on.elle.com/fN9utW,"['http://t.co/EakxloN', 'http://on.elle.com/fN9utW']","['december', 'rijswijk', 'anp', 'hieronder', 'volgt', 'een', 'overzicht', 'van', 'beroem', 'sweetheart', 'tweeting', 'save', 'darling', 'brother', 'big', 'boss', 'house', 'eminem', 'bruno', 'mars', 'lead', 'grammy', 'list', 'eminem', 'bobbi', 'brown', 'opens', 'gym']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2423,84622495,2,RT @ParisHilton: Had a fun day with my baby - http://tinyurl.com/36qz8yl,['http://tinyurl.com/36qz8yl'],"['fun', 'day', 'baby']","[0.0, 0.0, 0.0, 0.886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2454,87062542,0,"@newsaboutwomen contd> the only good thing imho about info. U.N. gives out is that it makes us more aware>maybe we should campaign U.N ;) @PurplesmurfLLB LOL aww... me too ;) @StarSparkle_UK Not so much tbh > Cameron back tracking on the School Sports cuts as he's doing on a fair few things.All mouth & no> @peterlord77 Really Peter ? What about your date ? :( @Art_Li He is not male...and I'm on that timeline...a very devious argent provocatuer.. but why would I want to worry about you anyway ? @Art_Li You do.. @peterlord77 @Art_Li contd> of David.I thiknk he'll do well enough.Also,tbh  refuse to cater to the Tory philosophy of put Labour down> @peterlord77 Art_LI  Also, I'm sick of Labour Tweeps being used for sport tbh The CONDEMS are in ""gov"" they are abhorrent and no I'm not > @peterlord77 @Art_LI Partisan just saying it as it it and tbh Mr Li has no time or respect for me. That is all. @peterlord77 contd > of pompous priggish inhumane snobs. Not angry with you Peter x @peterlord77 I have had enough truly! All the bad things they are doing and chanting the ConDem mantra of blame Labour & with practically&gt;",[],"['contd', 'good', 'thing', 'imho', 'info', 'awaremaybe', 'campaign', 'lol', 'aww', 'tbh', 'cameron', 'tracking', 'school', 'sports', 'cuts', 'fair', 'thingsall', 'mouth', 'peter', 'maleand', 'timelinea', 'devious', 'argent', 'worry', 'contd', 'davidi', 'thiknk', 'hell', 'refuse', 'cater', 'tory', 'philosophy', 'labour', 'artli', 'sick', 'labour', 'tweeps', 'sport', 'tbh', 'condems', 'gov', 'abhorrent', 'partisan', 'tbh', 'time', 'respect', 'contd', 'pompous', 'priggish', 'inhumane', 'snobs', 'angry', 'peter', 'bad', 'things', 'chanting', 'condem', 'mantra', 'blame', 'labour']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2455,87062542,1,@krishgm Reverse psychology maybe ? hopefully ? #worldcup,[],"['reverse', 'psychology', 'worldcup']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2456,87062542,2,#FF @PeterLord77 @Hand_Of_Ike @KeefFan @LDauphin @23duff @epictrader @Altany @theday2day @PaulSandars @woodzy12 @Sammannion < uber guys  #FF,[],"['uber', 'guys']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.838, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2457,87081989,0,"RT @forestmat: Tom Flanagan advisor & strategist to Canadian PM, called for assassination of Wikileaks Julian Assange http://t.co/Tk0JkV ... RT @guardian_world: #WikiLeaks: cables reveal Saudi Arabia wants military rule in Pakistan http://t.co/uFenemm #cablegate RT @rdimatin: Tom Flanagan,mentor idéologique de Stephen HArper, souhaite et recommande ouvertement l'assassinat de J Assange: http://yo ... RT @ComeOutScotty: Ok been reading lots of #mccann tweets today . My theory the parents killed her and made the abduction story up #just ... RT @laci200: Kate was dropped from McCann version of their reconstruction Not much to go on as reconstruction then. #McCann RT @scotbot: @Mairy_Hinge @claire_bear_101 You guys are unbelievable. Everyone knows the McCanns were searching for Maddie at .. erm ... ... RT @arusbridger: #Wikileaks latest:  Cables expose how Putin is running a 'mafia state' http://bit.ly/fLmIP9 RT @guidofawkes: Source says @arusbridger & Wikileak's Assange have fallen out - any comment? How are relations?","['http://t.co/Tk0JkV', 'http://t.co/uFenemm', 'http://yo', 'http://bit.ly/fLmIP9']","['tom', 'flanagan', 'advisor', 'strategist', 'canadian', 'called', 'wikileaks', 'julian', 'assange', 'wikileaks', 'cables', 'reveal', 'saudi', 'arabia', 'military', 'rule', 'pakistan', 'cablegate', 'tom', 'idologique', 'stephen', 'harper', 'souhaite', 'recommande', 'assange', 'httpyo', 'reading', 'lots', 'mccann', 'tweets', 'today', 'theory', 'parents', 'killed', 'abduction', 'story', 'kate', 'dropped', 'mccann', 'version', 'mccann', 'guys', 'mccanns', 'searching', 'maddie', 'erm', 'wikileaks', 'latest', 'cables', 'expose', 'putin', 'running', 'mafia', 'state', 'source', 'wikileaks', 'assange', 'fallen', 'comment', 'relations']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2458,87081989,1,"RT @bglendenning: Reports in from Zurich that Andrex have done a limited edition 'David Cameron's Tongue' range for Sepp Blatter's hotel ... RT @GaeMar01: .@StirringTrouble - you are well informed   #fifa RT @RealHumptyB: A triumph for Putin and Abramovich who puts a huge amount into Russian football. Congratulations to the good people of  ... RT @copwatcher: RT @SkyNewsOlympic Ivan Lewis, Labour's shadow Sec for Sport calls 4 inquiry into failed World Cup bid.<- FFS - what  ... RT @tamsinchan: RT @veniviedivici @dontgetfooled Dick Cheney in $180m bribery case, issue Interpol arrest warrant http://t.co/VbDv7YO RT @david_colquhoun: WOW RT @veniviedivici Dick Cheney in $180 million bribery case, issue Interpol arrest warrant http://t.co/VbDv7YO @david_colquhoun wether they manage to get Chaney into a court is a different matter though. #corruption","['http://t.co/VbDv7YO', 'http://t.co/VbDv7YO']","['reports', 'zurich', 'andrex', 'limited', 'edition', 'david', 'camerons', 'tongue', 'range', 'sepp', 'blatters', 'hotel', 'informed', 'fifa', 'triumph', 'putin', 'abramovich', 'puts', 'huge', 'russian', 'football', 'good', 'people', 'ivan', 'lewis', 'labours', 'shadow', 'sport', 'calls', 'inquiry', 'failed', 'cup', 'bid', 'ffs', 'dick', 'cheney', 'bribery', 'case', 'issue', 'interpol', 'arrest', 'warrant', 'wow', 'dick', 'cheney', 'bribery', 'case', 'issue', 'interpol', 'arrest', 'warrant', 'wether', 'manage', 'chaney', 'court', 'matter', 'corruption']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2459,87081989,2,"RT @JillyCL: Gonçalo Amaral was way too close to uncovering the truth in Oct '07, hence Gordon Brown ensured his removal from the #McCan ... RT @GordonMacMillan: BBC advice to staff on Fifa decison: do not seek comment on social media http://bit.ly/fhtNk6 /@thewalluk RT @xklamation: Reboot : An open letter to the FCC about a media policy for the digital age - CJR http://goo.gl/EWIr5","['http://bit.ly/fhtNk6', 'http://goo.gl/EWIr5']","['gonalo', 'amaral', 'close', 'uncovering', 'truth', 'oct', 'gordon', 'brown', 'ensured', 'removal', 'mccan', 'bbc', 'advice', 'staff', 'fifa', 'decison', 'seek', 'comment', 'social', 'media', 'reboot', 'open', 'letter', 'fcc', 'media', 'policy', 'digital', 'age', 'cjr']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2486,89450929,0,"Barbeque: A Surprisingly Healthy Cooking Method: Barbequing doesn't have to be as unhealthy a cooking method as ... http://bit.ly/efLU32 RT @washingtonpost: Belarus agrees to give up stockpile of highly enriched uranium http://wapo.st/fNMucZ RT @fandw: More #recipes for warming comfort food, like chicken potpie, meat loaf and cheesy baked pasta: http://bit.ly/ghcrTZ","['http://bit.ly/efLU32', 'http://wapo.st/fNMucZ', 'http://bit.ly/ghcrTZ']","['barbeque', 'healthy', 'cooking', 'method', 'barbequing', 'doesnt', 'unhealthy', 'cooking', 'method', 'belarus', 'agrees', 'stockpile', 'highly', 'enriched', 'uranium', 'recipes', 'warming', 'comfort', 'food', 'chicken', 'potpie', 'meat', 'loaf', 'cheesy', 'baked', 'pasta']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
