,UserId,FinalInterests
666,24776907,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.15729965269565582, 0.385314404964447, 0.0, 0.0, 0.17534735798835754, 0.0, 0.0, 0.10637380182743073, 0.08217112720012665, 0.0, 0.050925031304359436, 0.09618719667196274, 0.14620918035507202, 0.05488840490579605, 0.0, 0.07686241716146469, 0.09072306752204895, 0.0, 0.09999766945838928, 0.08761812746524811, 0.0, 0.0, 0.0, 0.0, 0.0]"
667,24779419,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4278004467487335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07159479707479477, 0.09472619742155075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05226309224963188, 0.0, 0.0, 0.05473395437002182, 0.0, 0.0]"
668,24860522,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.531767725944519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.055352263152599335, 0.0, 0.0, 0.0, 0.20915701985359192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06742542237043381, 0.0, 0.0]"
669,24881646,"[0.0, 0.0, 0.0, 0.0, 0.08767212927341461, 0.0, 0.0, 0.0, 0.14194446802139282, 0.0, 0.0, 0.0, 0.06672503799200058, 0.0, 0.0, 0.0, 0.0, 0.1172533854842186, 0.0, 0.0, 0.09235261380672455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44212421774864197]"
670,24903229,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.46745145320892334, 0.05601293593645096, 0.0, 0.0, 0.06848546117544174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07747280597686768, 0.0, 0.0, 0.12046810984611511, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
671,24929621,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5034534335136414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05824262648820877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06478705257177353, 0.0, 0.0]"
672,24965771,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.29845163226127625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2583869397640228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07553048431873322, 0.0, 0.0, 0.09685574471950531, 0.0, 0.0]"
673,24969337,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.10457772761583328, 0.06387583166360855, 0.0, 0.0, 0.0, 0.0, 0.06591831147670746, 0.08395327627658844, 0.0, 0.0, 0.0, 0.0, 0.08538632839918137, 0.0, 0.0, 0.07764732837677002, 0.11108405888080597, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24972927570343018]"
674,24996837,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2891235053539276, 0.13355068862438202, 0.0, 0.0, 0.11269843578338623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12012021243572235, 0.08931059390306473, 0.0, 0.05956920608878136, 0.0, 0.0, 0.0, 0.07730667293071747, 0.0, 0.0, 0.0, 0.0, 0.06141338869929314]"
675,25048816,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2334250509738922, 0.0, 0.0, 0.0, 0.18181487917900085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10953447967767715, 0.0, 0.059773050248622894, 0.0, 0.0, 0.0, 0.0, 0.06772342324256897, 0.0, 0.09235954284667969, 0.0, 0.0]"
676,25049056,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.501319169998169, 0.05933801457285881, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06131605803966522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057330913841724396, 0.0, 0.0]"
677,25053299,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4295646846294403, 0.08244387805461884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0545995719730854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1205696314573288, 0.0, 0.09579797834157944, 0.0, 0.0, 0.0, 0.060190629214048386, 0.0, 0.0, 0.07644988596439362, 0.0, 0.0]"
678,25067168,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.21133536100387573, 0.0, 0.0, 0.0, 0.16894282400608063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18825280666351318, 0.0, 0.07219836860895157, 0.0, 0.0, 0.0, 0.10636827349662781, 0.0, 0.0, 0.1086415946483612, 0.0, 0.0]"
679,25110374,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5747459530830383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05757272616028786, 0.05857772380113602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
680,25170188,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.41762590408325195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06179571896791458, 0.08936907351016998, 0.0, 0.1114807054400444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
681,25280477,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.526698887348175, 0.0, 0.0, 0.0, 0.05895891413092613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06144164502620697, 0.0, 0.05678539350628853, 0.058432698249816895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0689803808927536, 0.0, 0.0]"
682,25373949,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5302109122276306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05915667116641998, 0.0, 0.0]"
683,25403294,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5053919553756714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08186682313680649, 0.0, 0.08999771624803543, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
684,25562270,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.39486268162727356, 0.0, 0.0, 0.0, 0.07000833749771118, 0.0, 0.0, 0.05480567365884781, 0.0, 0.0, 0.0, 0.0, 0.1010289341211319, 0.0, 0.0, 0.11693533509969711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05315869674086571, 0.0, 0.0]"
685,25589776,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4919278025627136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0982159972190857, 0.0, 0.0, 0.0, 0.055927667766809464, 0.0, 0.0, 0.0, 0.0, 0.0]"
686,25646250,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4475228190422058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1063559278845787, 0.0, 0.08364495635032654, 0.0, 0.0, 0.0, 0.06644763052463531, 0.0, 0.0, 0.15246982872486115, 0.0, 0.0]"
687,25667531,"[0.08088579028844833, 0.0, 0.0, 0.0, 0.0, 0.1714402139186859, 0.08038196712732315, 0.0, 0.0, 0.0, 0.0, 0.05730787292122841, 0.0, 0.0, 0.0, 0.0, 0.07336840778589249, 0.15632830560207367, 0.0, 0.0, 0.13320490717887878, 0.061644263565540314, 0.0, 0.0, 0.10517293214797974, 0.0, 0.0, 0.0, 0.0, 0.08296718448400497]"
688,25701904,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.44131118059158325, 0.059802573174238205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09974277764558792, 0.0, 0.08903917670249939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09998146444559097, 0.0, 0.0]"
689,25729419,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4966404438018799, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05156578868627548, 0.05853303521871567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
690,25893142,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5023767352104187, 0.06574569642543793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061932943761348724, 0.0, 0.06362295150756836, 0.0, 0.06990069895982742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
691,25913058,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.39552202820777893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14171102643013, 0.0, 0.0, 0.05098872259259224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08082662522792816, 0.0, 0.0]"
692,25989479,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0977030098438263, 0.0, 0.0, 0.3747899532318115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16809412837028503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
693,26257166,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4502556324005127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06811077147722244, 0.0, 0.0, 0.0, 0.0, 0.05090397968888283, 0.06961892545223236, 0.0, 0.0936816856265068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06205752491950989, 0.0, 0.0]"
694,26281924,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5659776329994202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07624316215515137, 0.0, 0.0, 0.0, 0.07207323610782623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
695,26418517,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.47768062353134155, 0.0, 0.0, 0.0, 0.0, 0.08516456931829453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07050500810146332, 0.0, 0.0, 0.18036669492721558, 0.0, 0.0, 0.0, 0.07666495442390442, 0.0, 0.0, 0.05381135269999504, 0.0, 0.0]"
696,26474665,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2853124439716339, 0.06352567672729492, 0.0, 0.0, 0.11911851912736893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05988570302724838, 0.0, 0.17172835767269135, 0.0, 0.05763828009366989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059659697115421295, 0.0, 0.0]"
697,26530494,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5218237638473511, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06387951970100403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
698,26625439,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2649500072002411, 0.0, 0.0, 0.0, 0.11115506291389465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06590423732995987, 0.12567396461963654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15385159850120544, 0.0, 0.0, 0.0900600403547287, 0.0, 0.0]"
699,26678604,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5644628405570984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06106296926736832, 0.08606866747140884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05033309757709503, 0.0, 0.0]"
700,26686282,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4494590163230896, 0.0, 0.0, 0.0, 0.05054771900177002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06777234375476837, 0.0, 0.0, 0.12439316511154175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09055431187152863, 0.0, 0.0]"
701,26754271,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2902631163597107, 0.10334324836730957, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1415734887123108, 0.0, 0.05218944698572159, 0.07184555381536484, 0.0, 0.13974758982658386, 0.0, 0.0, 0.0, 0.05158631131052971, 0.0, 0.0, 0.0, 0.0, 0.0]"
702,26792275,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3116125464439392, 0.11151226609945297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05675886571407318, 0.12575452029705048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0807705819606781, 0.0, 0.0, 0.0, 0.0, 0.0]"
703,26813101,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4490211009979248, 0.06942123919725418, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10264620184898376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07372350245714188, 0.0, 0.0]"
704,26851173,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3982117176055908, 0.0, 0.0, 0.0, 0.0609857439994812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08479458093643188, 0.08262760192155838, 0.0, 0.0673106238245964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
705,26866297,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5052292943000793, 0.09252168983221054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11449463665485382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17004776000976562, 0.0, 0.0]"
706,26993825,"[0.0, 0.12277277559041977, 0.0, 0.0, 0.0, 0.5532578825950623, 0.0, 0.0, 0.0, 0.0606059655547142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05908184498548508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05067867040634155, 0.0, 0.0]"
707,27017307,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.6253586411476135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06558926403522491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06226091831922531, 0.0, 0.0]"
708,27043877,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.38839438557624817, 0.0734945684671402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13202859461307526, 0.0, 0.0, 0.0, 0.06678211688995361, 0.0, 0.0, 0.0, 0.0, 0.14900879561901093]"
709,27100854,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.23294013738632202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10947640240192413, 0.0, 0.0, 0.0, 0.16966983675956726, 0.12935703992843628, 0.0554637685418129, 0.10460224747657776, 0.0, 0.0984780490398407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
710,27247402,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.23894914984703064, 0.0, 0.0, 0.0, 0.05238868296146393, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06298749148845673, 0.218364417552948, 0.0, 0.09324193000793457, 0.0, 0.0, 0.0, 0.1715652346611023, 0.0, 0.0, 0.0, 0.0, 0.0]"
711,27313635,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.21501922607421875, 0.0, 0.0, 0.0, 0.09035181254148483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05841801315546036, 0.1430206000804901, 0.0, 0.07429279386997223, 0.0, 0.0, 0.0, 0.26120615005493164, 0.0, 0.0, 0.0, 0.0, 0.0]"
712,27394027,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3189411461353302, 0.0, 0.0, 0.0, 0.3759880065917969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11892525106668472, 0.0, 0.06264742463827133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
713,27445002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.19089540839195251, 0.0, 0.0, 0.08104243874549866, 0.10105719417333603, 0.13450336456298828, 0.0, 0.27625182271003723, 0.0, 0.0, 0.0, 0.07930821925401688, 0.0, 0.0, 0.10004812479019165, 0.11785916984081268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12740643322467804]"
714,27458970,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.28430280089378357, 0.0, 0.0, 0.05106983706355095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06457342952489853, 0.0636075809597969, 0.1249595656991005, 0.0, 0.0, 0.0, 0.0, 0.13509595394134521, 0.0, 0.0, 0.0, 0.06679363548755646, 0.0, 0.0]"
715,27547214,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.34934133291244507, 0.0, 0.0, 0.0, 0.09926538914442062, 0.0, 0.0, 0.061614375561475754, 0.0, 0.0, 0.0, 0.0, 0.10048343986272812, 0.09735465794801712, 0.0, 0.0, 0.07586213946342468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
716,27602245,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.47462061047554016, 0.0, 0.0, 0.0, 0.05620824545621872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14999404549598694, 0.055935151875019073, 0.0, 0.0778575986623764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
717,27652717,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0827617347240448, 0.0, 0.0, 0.0, 0.05535637214779854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6441037058830261, 0.0, 0.0, 0.05567648261785507, 0.0, 0.0]"
718,27711339,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.6585829257965088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06973541527986526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12486602365970612, 0.0, 0.0]"
719,27761892,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5242787599563599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11989979445934296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06282397359609604, 0.0, 0.0]"
720,27827394,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.39913904666900635, 0.0, 0.0, 0.0, 0.074287049472332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08814219385385513, 0.0, 0.07727693021297455, 0.0, 0.0, 0.0, 0.0944674164056778, 0.0, 0.0, 0.052472732961177826, 0.0, 0.0]"
721,27844479,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.20458146929740906, 0.0, 0.0, 0.0, 0.06351479142904282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09022993594408035, 0.10787618905305862, 0.0, 0.08189231902360916, 0.0, 0.0, 0.0, 0.0878993421792984, 0.0, 0.0, 0.17085888981819153, 0.0, 0.0]"
722,27882000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.20025059580802917, 0.41911348700523376, 0.0, 0.0, 0.06487350165843964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06025199592113495, 0.1012595146894455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
723,28123638,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2934950888156891, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25350236892700195, 0.08479267358779907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07410944998264313, 0.0, 0.0, 0.08470742404460907, 0.0, 0.0]"
724,28134618,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.21042728424072266, 0.0, 0.0, 0.0, 0.07056864351034164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051576755940914154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40729203820228577, 0.0, 0.0, 0.0, 0.0, 0.0]"
725,28137012,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.24129804968833923, 0.0, 0.0, 0.0, 0.050338003784418106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05346893519163132, 0.07894442230463028, 0.0, 0.05948219075798988, 0.0, 0.0, 0.0, 0.3156300187110901, 0.0, 0.0, 0.0, 0.0, 0.0]"
726,28140646,"[0.0, 0.09243471175432205, 0.0, 0.0, 0.0, 0.15328066051006317, 0.06775063276290894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17226311564445496, 0.061241455376148224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25782936811447144, 0.0, 0.0, 0.0, 0.0, 0.0]"
727,28142655,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1726379692554474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06270735710859299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41028088331222534, 0.0, 0.0, 0.0, 0.0, 0.0]"
728,28162128,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.12115097790956497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07470070570707321, 0.0, 0.06553903222084045, 0.0, 0.14249059557914734, 0.0, 0.0, 0.0, 0.4791991710662842, 0.0, 0.0, 0.0, 0.0, 0.0]"
729,28167086,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.32897722721099854, 0.2625041902065277, 0.0, 0.0, 0.05492282658815384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06866875290870667, 0.0, 0.05043772608041763, 0.0, 0.0, 0.0, 0.05258304253220558, 0.0, 0.0, 0.0, 0.0, 0.0]"
730,28174228,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.46399515867233276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09777852147817612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09318841993808746, 0.0, 0.0]"
731,28316920,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.37297722697257996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31929245591163635, 0.0663231685757637, 0.0, 0.06667038798332214, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
732,28543597,"[0.0, 0.0573393888771534, 0.0, 0.0, 0.0, 0.27749088406562805, 0.0660163015127182, 0.0, 0.0, 0.08038533478975296, 0.0, 0.0, 0.0, 0.0, 0.06879926472902298, 0.0, 0.0, 0.07368452101945877, 0.057903923094272614, 0.0, 0.0, 0.05471399053931236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
733,28614550,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.29284292459487915, 0.1512138843536377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09261608123779297, 0.0, 0.1260412037372589, 0.0, 0.0, 0.0, 0.08850954473018646, 0.0, 0.0, 0.0, 0.0, 0.0]"
734,28785486,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4647156298160553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08290207386016846, 0.0, 0.05268222838640213, 0.0, 0.0, 0.0, 0.053443361073732376, 0.0, 0.0, 0.0, 0.0, 0.0]"
735,28928022,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5100799202919006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06797300279140472, 0.09154506027698517, 0.0, 0.09054716676473618, 0.0, 0.0, 0.0, 0.06121194735169411, 0.0, 0.0, 0.08790715783834457, 0.0, 0.0]"
736,29057694,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4856259524822235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05623685568571091, 0.09058839827775955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
737,29062489,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.32940927147865295, 0.0, 0.0, 0.0, 0.07709512114524841, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10673464834690094, 0.12270672619342804, 0.0, 0.14705660939216614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057220425456762314, 0.0, 0.0]"
738,29207479,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.37197986245155334, 0.0, 0.0, 0.0, 0.08836185187101364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06912387907505035, 0.12966161966323853, 0.0, 0.0595104917883873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07238525152206421, 0.0, 0.0]"
739,29465136,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5170156955718994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10250931233167648, 0.0, 0.0, 0.0, 0.07564857602119446, 0.0, 0.0, 0.0, 0.0, 0.0]"
740,29473841,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.24961408972740173, 0.0, 0.0, 0.202844500541687, 0.0675845518708229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06775853782892227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06796501576900482, 0.0, 0.0, 0.0, 0.0, 0.0]"
