"Id";"TweetId";"Text";"StartIndex";"EndIndex";"EntityTypeCode";"Url";"ExpandedUrl";"DisplayUrl";"Name";"ScreenName";"UserOrMediaId";"MediaUrl";"MediaUrlHttps";"MediaType";"MediaSize"
73;3080050475794432;"http://bit.ly/9zpYER";40;60;2;"http://bit.ly/9zpYER";"http://www.cnn.com/2010/SHOWBIZ/Movies/11/11/morning.glory.review.ew/index.html?eref=rss_showbiz&utm_source=CNN&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_showbiz+%28RSS%3A+CNN+-+Entertainment%29";"http://bit.ly/9zpYER";"";"";0;"";"";"";""
74;3080050475794432;"CNNshowbiz";3;14;3;"";"";"";"CNN Entertainment";"CNNshowbiz";110458336;"";"";"";""
75;3076390790373377;"http://bit.ly/b9MRW6";63;83;2;"http://bit.ly/b9MRW6";"http://www.cnn.com/2010/SHOWBIZ/Music/11/12/iconic.photographer.mick.rock/index.html?eref=rss_showbiz&utm_source=CNN&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_showbiz+%28RSS%3A+CNN+-+Entertainment%29";"http://bit.ly/b9MRW6";"";"";0;"";"";"";""
76;3080088329392128;"http://bit.ly/b9MRW6";79;99;2;"http://bit.ly/b9MRW6";"http://www.cnn.com/2010/SHOWBIZ/Music/11/12/iconic.photographer.mick.rock/index.html?eref=rss_showbiz&utm_source=CNN&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_showbiz+%28RSS%3A+CNN+-+Entertainment%29";"http://bit.ly/b9MRW6";"";"";0;"";"";"";""
77;3080088329392128;"CNNshowbiz";3;14;3;"";"";"";"CNN Entertainment";"CNNshowbiz";110458336;"";"";"";""
78;3047309134798848;"http://bbc.in/a89jxj";34;54;2;"http://bbc.in/a89jxj";"http://www.bbc.co.uk/news/technology-11734909?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/a89jxj";"";"";0;"";"";"";""
79;3080189579890688;"http://bbc.in/a89jxj";47;67;2;"http://bbc.in/a89jxj";"http://www.bbc.co.uk/news/technology-11734909?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/a89jxj";"";"";0;"";"";"";""
80;3080189579890688;"BBCTech";3;11;3;"";"";"";"BBC Technology";"BBCTech";621583;"";"";"";""
81;2992058943930368;"http://bbc.in/bXhazs";34;54;2;"http://bbc.in/bXhazs";"http://www.bbc.co.uk/news/business-11740915?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/bXhazs";"";"";0;"";"";"";""
82;3080284035612674;"http://bbc.in/bXhazs";51;71;2;"http://bbc.in/bXhazs";"http://www.bbc.co.uk/news/business-11740915?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/bXhazs";"";"";0;"";"";"";""
83;3080284035612674;"BBCBusiness";3;15;3;"";"";"";"BBC Business";"BBCBusiness";621523;"";"";"";""
85;3080681538191360;"http://bbc.in/9LpT4n";47;67;2;"http://bbc.in/9LpT4n";"http://www.bbc.co.uk/news/world-europe-11742042?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/9LpT4n";"";"";0;"";"";"";""
86;3080681538191360;"BBCWorld";3;12;3;"";"";"";"BBC Global News";"BBCWorld";742143;"";"";"";""
87;3065653191770112;"http://on.cnn.com/cC4l3n";84;108;2;"http://on.cnn.com/cC4l3n";"http://www.cnn.com/videos/";"http://on.cnn.com/cC4l3n";"";"";0;"";"";"";""
88;3080808927596544;"http://on.cnn.com/cC4l3n";97;121;2;"http://on.cnn.com/cC4l3n";"http://www.cnn.com/videos/";"http://on.cnn.com/cC4l3n";"";"";0;"";"";"";""
89;3080808927596544;"CNNLive";3;11;3;"";"";"";"CNN Live";"CNNLive";9245812;"";"";"";""
